BELLE5;BG;BGTL;RW08;THT13;RW26;{{N76310485,W069093896},{N76310485,W069093896}}
RAKU3H;LP;LPPS;RW19;RAKUN;RW19;{{N33332501,W015465255}}
TABO3G;LP;LPPS;RW01;TABOM;RW01;{{N33052548,W016210228},{N32133218,W016272722}}
ABRA2S;LP;LPPT;RW21;ABRAT;RW21;{{N38383225,W009131746},{N38531045,W009002260},{N39100276,W008233271},{N39491803,W007391529}}
ABRA8N;LP;LPPT;RW35;ABRAT;RW35;{{N38531045,W009002260},{N38531045,W009002260},{N39491803,W007391529},{N39491803,W007391529}}
BUSE2S;LP;LPPT;RW21;BUSEN;RW21;{{N38383225,W009131746},{N38324198,W010000000}}
BUSE8N;LP;LPPT;RW03;BUSEN;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38332656,W009311720},{N38332656,W009311720},{N38324198,W010000000},{N38324198,W010000000}}
BUSE9N;LP;LPPT;RW03;BUSEN;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38324198,W010000000},{N38324198,W010000000}}
BUSE9S;LP;LPPT;RW21;BUSEN;RW21;{{N38383225,W009131746},{N38324198,W010000000}}
ESP9N;LP;LPPT;RW03;ESP;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38252739,W009110881},{N38252739,W009110881}}
ESP9S;LP;LPPT;RW21;ESP;RW21;{{N38383225,W009131746},{N38252739,W009110881}}
FTM9N;LP;LPPT;RW03;FTM;RW03;{{N38511134,W009055087},{N38511134,W009055087},{N39051226,W008475325},{N39051226,W008475325},{N39132382,W008330034},{N39132382,W008330034},{N39395645,W008293354},{N39395645,W008293354}}
FTM9S;LP;LPPT;RW21;FTM;RW21;{{N38383225,W009131746},{N38390004,W008564973},{N39395645,W008293354}}
GAIO2S;LP;LPPT;RW21;GAIOS;RW21;{{N38383225,W009131746},{N38163188,W008323519}}
GAIO8N;LP;LPPT;RW35;GAIOS;RW35;{{N38382992,W008594762},{N38382992,W008594762},{N38163188,W008323519},{N38163188,W008323519}}
GAIO9N;LP;LPPT;RW03;GAIOS;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38163188,W008323519},{N38163188,W008323519}}
GAIO9S;LP;LPPT;RW21;GAIOS;RW21;{{N38383225,W009131746},{N38163188,W008323519}}
GANS2S;LP;LPPT;RW21;GANSU;RW21;{{N38383225,W009131746},{N38000000,W009490318}}
GANS8N;LP;LPPT;RW03;GANSU;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38000000,W009490318},{N38000000,W009490318}}
GANS9S;LP;LPPT;RW21;GANSU;RW21;{{N38383225,W009131746},{N38000000,W009490318}}
LIGR2S;LP;LPPT;RW21;LIGRA;RW21;{{N38383225,W009131746},{N38000000,W009352706}}
LIGR8N;LP;LPPT;RW03;LIGRA;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38000000,W009352706},{N38000000,W009352706}}
LIGR9S;LP;LPPT;RW21;LIGRA;RW21;{{N38383225,W009131746},{N38000000,W009352706}}
MOMA9N;LP;LPPT;RW35;MOMAS;RW35;{{N38511134,W009055087},{N38511134,W009055087},{N38553869,W009000097},{N38553869,W009000097},{N39055748,W008172903},{N39055748,W008172903},{N39190908,W008010000},{N39190908,W008010000}}
MOMA9S;LP;LPPT;PORLI;MOMAS;MOMAS;{{N39190908,W008010000},{N38383225,W009131746},{N39314400,W007215900},{N38390004,W008564973},{N39100276,W008233271},{N39190908,W008010000}}
MORA9N;LP;LPPT;RW35;MORAS;RW35;{{N39055748,W008172903},{N39055748,W008172903},{N39095035,W008010660},{N39095035,W008010660}}
MORA9S;LP;LPPT;RW21;MORAS;RW21;{{N38383225,W009131746},{N38392993,W008372065},{N39055973,W008163367},{N39095035,W008010660}}
NAKO2S;LP;LPPT;RW21;NAKOS;RW21;{{N38383225,W009131746},{N38000000,W009200418}}
NAKO8N;LP;LPPT;RW35;NAKOS;RW35;{{N38382992,W008594762},{N38382992,W008594762},{N38000000,W009200418},{N38000000,W009200418}}
NSA9N;LP;LPPT;RW03;NSA;RW03;{{N38511134,W009055087},{N38511134,W009055087},{N39051226,W008475325},{N39051226,W008475325},{N39132382,W008330034},{N39132382,W008330034},{N39335283,W007545260},{N39335283,W007545260}}
NSA9S;LP;LPPT;RW21;NSA;RW21;{{N38383225,W009131746},{N38390004,W008564973},{N39100276,W008233271},{N39335283,W007545260}}
POBO2S;LP;LPPT;RW21;POBOD;RW21;{{N38383225,W009131746},{N38531045,W009002260},{N39100276,W008233271},{N39382794,W008155949}}
POBO8N;LP;LPPT;RW03;POBOD;RW03;{{N38531045,W009002260},{N38531045,W009002260},{N39382794,W008155949},{N39382794,W008155949}}
RAKO2S;LP;LPPT;RW21;RAKOD;RW21;{{N38383225,W009131746},{N38390004,W008564973},{N38392993,W008372065},{N39465094,W006374265}}
RAKO8N;LP;LPPT;RW03;RAKOD;RW03;{{N38531045,W009002260},{N38531045,W009002260},{N39465094,W006374265},{N39465094,W006374265}}
REAL9N;LP;LPPT;RW35;MTL;RW35;{{N38593959,W009022540},{N38593959,W009022540},{N39542789,W008530075},{N39542789,W008530075}}
REAL9S;LP;LPPT;RW21;MTL;RW21;{{N38531566,W009094574},{N39542789,W008530075}}
TROI2S;LP;LPPT;RW21;TROIA;RW21;{{N38383225,W009131746},{N38042371,W008524495}}
TROI8N;LP;LPPT;RW03;TROIA;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38042371,W008524495},{N38042371,W008524495}}
TROI9N;LP;LPPT;RW03;TROIA;RW03;{{N38382992,W008594762},{N38382992,W008594762},{N38042371,W008524495},{N38042371,W008524495}}
BUKE2B;LR;LRBS;RW07;BUKEL;BALOG;{{N44450584,E026041070},{N44550682,E025583730},{N45044012,E025433257}}
ALAM1N;LP;LPST;RW32;ALAMA;RW32;{{N38524050,W009240660},{N38524050,W009240660},{N38524050,W009240660},{N38524050,W009240660},{N38524050,W009240660},{N38524050,W009240660},{N38531566,W009094574},{N38531566,W009094574},{N39132382,W008330034},{N39132382,W008330034}}
ESP1N;LP;LPST;RW32;ESP;RW32;{{N38524050,W009240660},{N38524050,W009240660},{N38524050,W009240660},{N38524050,W009240660},{N38470000,W009300000},{N38470000,W009300000},{N38252739,W009110881},{N38252739,W009110881}}
PANT1N;LP;LPST;RW14;PANTA;RW14;{{N38525164,W009233824},{N38525164,W009233824},{N39210000,W009100000},{N39210000,W009100000}}
PICH1N;LP;LPST;RW14;PICHE;RW14;{{N38524050,W009240660},{N38524050,W009240660},{N39210000,W009230000},{N39210000,W009230000}}
BOSNA1;LQ;LQBK;RW17;BOSNA;NA;{{N44552000,E017182700},{N44552000,E017182700},{N44221800,E017455400}}
BOSNA3;LQ;LQBK;RW35;BOSNA;LU;{{N44574000,E017175100},{N44574000,E017175100},{N44221800,E017455400}}
DER1;LQ;LQBK;RW17;DER;NA;{{N44552000,E017182700},{N44552000,E017182700},{N44590290,E017581000}}
DER3;LQ;LQBK;RW35;DER;LU;{{N44574000,E017175100},{N44574000,E017175100},{N44590290,E017581000}}
KOMAR1;LQ;LQBK;RW17;KOMAR;NA;{{N44552000,E017182700},{N44552000,E017182700},{N44563000,E017174500},{N44572900,E016481500}}
KOMAR3;LQ;LQBK;RW35;KOMAR;LU;{{N44574000,E017175100},{N44574000,E017175100},{N44572900,E016481500}}
TEBLI1;LQ;LQBK;RW17;TEBLI;NA;{{N44552000,E017182700},{N44552000,E017182700},{N44563000,E017174500},{N45120500,E016403300}}
TEBLI3;LQ;LQBK;RW35;TEBLI;LU;{{N44574000,E017175100},{N44574000,E017175100},{N45120500,E016403300}}
KEB1A;LQ;LQMO;RW16;KEB;RW16;{{N43081484,E017505054},{N43560189,E018265934}}
KEB1B;LQ;LQMO;RW16;KEB;RW16;{{N43074374,E017523348},{N43154088,E017512063},{N43560189,E018265934}}
MADO1A;LQ;LQMO;RW16;MADOS;RW16;{{N43081484,E017505054},{N42360900,E018145700}}
MADO1B;LQ;LQMO;RW16;MADOS;RW16;{{N43054445,E017525163},{N43021465,E017591780},{N42360900,E018145700}}
NETK1A;LQ;LQMO;RW16;NETKO;RW16;{{N43081484,E017505054},{N43023000,E017394200}}
NETK1B;LQ;LQMO;RW16;NETKO;RW16;{{N43134160,E017513887},{N43023000,E017394200}}
VELI1A;LQ;LQMO;RW16;VELIT;RW16;{{N43081484,E017505054},{N43210600,E017165400}}
VELI1B;LQ;LQMO;RW16;VELIT;RW16;{{N43074374,E017523348},{N43154088,E017512063},{N43210600,E017165400}}
VRAN1A;LQ;LQMO;RW16;VRANA;RW16;{{N43081484,E017505054},{N43451300,E017321600}}
VRAN1B;LQ;LQMO;RW16;VRANA;RW16;{{N43074374,E017523348},{N43154088,E017512063},{N43451300,E017321600}}
BOSN1A;LQ;LQSA;RW30;BOSNA;RW30;{{N43525308,E018103723},{N44051800,E018125400},{N44124200,E018015400},{N44221800,E017455400}}
BOSN4W;LQ;LQSA;RW30;BOSNA;RW30;{{N44040120,E018143540},{N44124200,E018015400},{N44221800,E017455400}}
DRIN1A;LQ;LQSA;RW30;DRINA;RW30;{{N43525308,E018103723},{N43560189,E018265934},{N43453000,E019142400}}
DRIN2E;LQ;LQSA;RW30;DRINA;RW30;{{N44040120,E018143540},{N43560189,E018265934},{N43453000,E019142400}}
KUTA1A;LQ;LQSA;RW30;KUTAK;RW30;{{N43525308,E018103723},{N43560189,E018265934},{N43385500,E018292100},{N43150100,E018323700}}
KUTA2E;LQ;LQSA;RW30;KUTAK;RW30;{{N44040120,E018143540},{N43560189,E018265934},{N43385500,E018292100},{N43150100,E018323700}}
PODO1A;LQ;LQSA;RW30;PODOB;RW30;{{N43525308,E018103723},{N43560189,E018265934},{N43315400,E019084000}}
PODO2E;LQ;LQSA;RW30;PODOB;RW30;{{N44040120,E018143540},{N43560189,E018265934},{N43315400,E019084000}}
VEBA1A;LQ;LQSA;RW30;VEBAR;RW30;{{N43525308,E018103723},{N43560189,E018265934},{N44081210,E019104880}}
VEBA2E;LQ;LQSA;RW30;VEBAR;RW30;{{N44040120,E018143540},{N43560189,E018265934},{N44081210,E019104880}}
BOSNA1;LQ;LQTZ;RW27;BOSNA;TUZ3;{{N44274800,E018394200},{N44221800,E017455400}}
DERVE1;LQ;LQTZ;RW27;DER;TUZ6;{{N44280000,E018353000},{N44483086,E018132917},{N44590290,E017581000}}
JEZER1;LQ;LQTZ;RW27;BOSNA;TU;{{N44283824,E018285848},{N44221800,E017455400}}
JEZER2;LQ;LQTZ;RW27;DER;TU;{{N44283824,E018285848},{N44590290,E017581000}}
AKAS2B;LR;LRBS;RW07;AKASA;BSE;{{N44314669,E026134993},{N44300298,E025422940},{N44265372,E025110076}}
AKAS2D;LR;LRBS;RW25;AKASA;BSW;{{N44281951,E025570719},{N44300298,E025422940},{N44265372,E025110076}}
ARBI1D;LR;LRBS;RW25;ARBIS;BSW;{{N44281951,E025570719},{N45000820,E026260848},{N45021623,E026333712}}
ARBI2B;LR;LRBS;RW07;ARBIS;BSE;{{N44314669,E026134993},{N44351677,E026140733},{N45000820,E026260848},{N45021623,E026333712}}
BUKE1D;LR;LRBS;RW25;BUKEL;BSW;{{N44281951,E025570719},{N44395580,E025423376},{N45044012,E025433257}}
IDAR1D;LR;LRBS;RW25;IDARU;BSW;{{N44281951,E025570719},{N44354089,E026330042},{N44382451,E026585447}}
IDAR2B;LR;LRBS;RW07;IDARU;BSE;{{N44314669,E026134993},{N44354089,E026330042},{N44382451,E026585447}}
NETU2D;LR;LRBS;RW25;NETUL;BSW;{{N44281951,E025570719},{N44325698,E026013810},{N44414338,E026584283}}
NETU3B;LR;LRBS;RW07;NETUL;BSE;{{N44314669,E026134993},{N44414338,E026584283}}
NILO1B;LR;LRBS;RW07;NILOV;BALOG;{{N44450584,E026041070},{N44550682,E025583730},{N44571379,E025101309}}
NILO1D;LR;LRBS;RW25;NILOV;BSW;{{N44281951,E025570719},{N44300298,E025422940},{N44571379,E025101309}}
TEDR1D;LR;LRBS;RW25;TEDRA;BSW;{{N44281951,E025570719},{N45000820,E026260848},{N45043397,E026271540}}
TEDR2B;LR;LRBS;RW07;TEDRA;BSE;{{N44314669,E026134993},{N44351677,E026140733},{N45000820,E026260848},{N45043397,E026271540}}
VALP1B;LR;LRBS;RW07;VALPA;BSE;{{N44314669,E026134993},{N44234985,E025354233},{N44044651,E025151081}}
VALP1D;LR;LRBS;RW25;VALPA;BSW;{{N44281951,E025570719},{N44234985,E025354233},{N44044651,E025151081}}
CETU1A;LR;LRCK;RW18;CETUL;CND;{{N44174005,E028284629},{N44174005,E028284629},{N44174005,E028284629},{N44415107,E028373731}}
CETU1B;LR;LRCK;RW36;CETUL;CND07;{{N44244027,E028294235},{N44244027,E028294235},{N44415107,E028373731}}
DIRA1B;LR;LRCK;RW36;DIRAL;CND07;{{N44244027,E028294235},{N44244027,E028294235},{N44303902,E027331494}}
EFOR1A;LR;LRCK;RW18;EFORI;RW18;{{N44031673,E028364691}}
EFOR1B;LR;LRCK;RW36;EFORI;CND07;{{N44244027,E028294235},{N44244027,E028294235},{N44174005,E028284629},{N44031673,E028364691}}
ERIT1B;LR;LRCK;RW36;ERITA;RW36;{{N44362048,E028152165}}
ERIT2A;LR;LRCK;RW18;ERITA;CND;{{N44174005,E028284629},{N44174005,E028284629},{N44174005,E028284629},{N44362048,E028152165}}
KONI1A;LR;LRCK;RW18;KONIM;RW18;{{N44174005,E028284629},{N44124340,E028495663}}
KONI1B;LR;LRCK;RW36;KONIM;CND07;{{N44244027,E028294235},{N44244027,E028294235},{N44174005,E028284629},{N44124340,E028495663}}
NICO1A;LR;LRCK;RW18;NICOL;RW18;{{N44174005,E028284629},{N44133634,E029091604}}
NICO1B;LR;LRCK;RW36;NICOL;CND07;{{N44244027,E028294235},{N44244027,E028294235},{N44174005,E028284629},{N44133634,E029091604}}
PISI1A;LR;LRCK;RW18;PISIK;CND;{{N44174005,E028284629},{N44174005,E028284629},{N44174005,E028284629},{N44220353,E028101506}}
PISI2A;LR;LRCK;RW18;PISIK;RW18;{{N44220353,E028101506}}
TAND1A;LR;LRCK;RW18;TANDI;CND;{{N44174005,E028284629},{N44174005,E028284629},{N44174005,E028284629},{N44304533,E027590355}}
TAND1B;LR;LRCK;RW36;TANDI;CND07;{{N44244027,E028294235},{N44244027,E028294235},{N44304533,E027590355}}
AKAS2A;LR;LROP;RW08L;AKASA;OPE;{{N44342921,E026124052},{N44351677,E026140733},{N44314669,E026134993},{N44314669,E026134993},{N44300298,E025422940},{N44300298,E025422940},{N44265372,E025110076},{N44265372,E025110076}}
AKAS2C;LR;LROP;RW26R;AKASA;OPW;{{N44332788,E025590468},{N44341292,E026000222},{N44300298,E025422940},{N44300298,E025422940},{N44265372,E025110076},{N44265372,E025110076}}
ARBI1A;LR;LROP;RW08R;ARBIS;OPE;{{N44342921,E026124052},{N44351677,E026140733},{N45000820,E026260848},{N45000820,E026260848},{N45021623,E026333712},{N45021623,E026333712}}
ARBI1C;LR;LROP;RW26L;ARBIS;OPW;{{N44332788,E025590468},{N44341292,E026000222},{N45000820,E026260848},{N45000820,E026260848},{N45021623,E026333712},{N45021623,E026333712}}
BUKE1C;LR;LROP;RW26L;BUKEL;OTL;{{N44341292,E026000222},{N44332788,E025590468},{N44463385,E025423670},{N44463385,E025423670},{N45044012,E025433257},{N45044012,E025433257}}
BUKE2A;LR;LROP;RW08R;BUKEL;LARAN;{{N44344756,E026164623},{N44352834,E026164017},{N44402248,E026155643},{N44402248,E026155643},{N45044012,E025433257},{N45044012,E025433257}}
BUKE2C;LR;LROP;RW26L;BUKEL;LORDI;{{N44332283,E025580241},{N44340122,E025572969},{N45044012,E025433257},{N45044012,E025433257}}
BUKE3A;LR;LROP;RW08B;BUKEL;BALOG;{{N44450584,E026041070},{N44550682,E025583730},{N45044012,E025433257}}
IDAR1A;LR;LROP;RW08L;IDARU;OTR;{{N44351677,E026140733},{N44342921,E026124052},{N44354089,E026330042},{N44354089,E026330042},{N44382451,E026585447},{N44382451,E026585447}}
IDAR1C;LR;LROP;RW26L;IDARU;OPW;{{N44332788,E025590468},{N44341292,E026000222},{N44354089,E026330042},{N44354089,E026330042},{N44382451,E026585447},{N44382451,E026585447}}
NETU2A;LR;LROP;RW08L;NETUL;OTR;{{N44351677,E026140733},{N44342921,E026124052},{N44414338,E026584283},{N44414338,E026584283}}
NETU2C;LR;LROP;RW26R;NETUL;OPW;{{N44332788,E025590468},{N44341292,E026000222},{N44355985,E026221094},{N44355985,E026221094},{N44414338,E026584283},{N44414338,E026584283}}
NILO1A;LR;LROP;RW08B;NILOV;BALOG;{{N44450584,E026041070},{N44550682,E025583730},{N44571379,E025101309}}
NILO1C;LR;LROP;RW26L;NILOV;OPW;{{N44332788,E025590468},{N44341292,E026000222},{N44571379,E025101309},{N44571379,E025101309}}
NILO2A;LR;LROP;RW08L;NILOV;LARAN;{{N44344756,E026164623},{N44352834,E026164017},{N44402248,E026155643},{N44402248,E026155643},{N44571379,E025101309},{N44571379,E025101309}}
NILO2C;LR;LROP;RW26R;NILOV;NOVKA;{{N44340122,E025572969},{N44332283,E025580241},{N44335833,E025565200},{N44335833,E025565200},{N44571379,E025101309},{N44571379,E025101309}}
TEDR1A;LR;LROP;RW08R;TEDRA;OTR;{{N44351677,E026140733},{N44342921,E026124052},{N45000820,E026260848},{N45000820,E026260848},{N45043397,E026271540},{N45043397,E026271540}}
TEDR1C;LR;LROP;RW26R;TEDRA;OPW;{{N44332788,E025590468},{N44341292,E026000222},{N45000820,E026260848},{N45000820,E026260848},{N45043397,E026271540},{N45043397,E026271540}}
VALP1A;LR;LROP;RW08L;VALPA;OPE;{{N44342921,E026124052},{N44351677,E026140733},{N44314669,E026134993},{N44314669,E026134993},{N44234985,E025354233},{N44234985,E025354233},{N44044651,E025151081},{N44044651,E025151081}}
VALP1C;LR;LROP;RW26R;VALPA;OPW;{{N44332788,E025590468},{N44341292,E026000222},{N44300298,E025422940},{N44300298,E025422940},{N44044651,E025151081},{N44044651,E025151081}}
VALP2A;LR;LROP;RW08R;VALPA;LARAN;{{N44344756,E026164623},{N44352834,E026164017},{N44221490,E026183756},{N44221490,E026183756},{N44044651,E025151081},{N44044651,E025151081}}
FRI2B;LS;LSGC;RW24;FRI;RW24;{{N47050039,E006473570},{N47050039,E006473570},{N47050039,E006473570},{N46463931,E007132460}}
FRI2N;LS;LSGC;RW06;FRI;RW06;{{N47063225,E006503613},{N47103000,E006592100},{N47050039,E006473570},{N47050039,E006473570},{N46463931,E007132460}}
LEPL2A;LS;LSGC;RW24;LEPLA;RW24;{{N47050039,E006473570},{N47050039,E006473570},{N47103000,E006592100},{N47152800,E007093600},{N47183000,E007165300},{N47203600,E007215800}}
LEPL2M;LS;LSGC;RW06;LEPLA;RW06;{{N47063225,E006503613},{N47103000,E006592100},{N47152800,E007093600},{N47183000,E007165300},{N47203600,E007215800}}
SPR2A;LS;LSGC;RW24;SPR;RW24;{{N46543100,E006350600},{N46280729,E006265299}}
SPR2B;LS;LSGC;RW24;SPR;RW24;{{N47050039,E006473570},{N47050039,E006473570},{N47050039,E006473570},{N46543100,E006350600},{N46280729,E006265299}}
SPR2M;LS;LSGC;RW06;SPR;RW06;{{N47063225,E006503613},{N47103000,E006592100},{N47050039,E006473570},{N46543100,E006350600},{N46280729,E006265299}}
SPR2N;LS;LSGC;RW06;SPR;RW06;{{N47063225,E006503613},{N47103000,E006592100},{N47050039,E006473570},{N47050039,E006473570},{N46543100,E006350600},{N46280729,E006265299}}
ARBO1P;LS;LSGG;RW05;ARBOS;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N46433700,E006011000},{N46494879,E006011955},{N46590300,E006013500}}
ARBO4N;LS;LSGG;RW05;ARBOS;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N46513973,E006074251},{N46590300,E006013500}}
BALS3A;LS;LSGG;RW23;BALSI;RW23;{{N46093960,E005594044},{N46093960,E005594044},{N45595010,E005592929},{N45515061,E005590170},{N45445104,E005583752},{N45375139,E005581601},{N45283900,E005573900}}
BALS4N;LS;LSGG;RW05;BALSI;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N46010854,E005593422},{N45595010,E005592929},{N45515061,E005590170},{N45445104,E005583752},{N45375139,E005581601},{N45283900,E005573900}}
BELU3A;LS;LSGG;RW23;BELUS;RW23;{{N46093960,E005594044},{N45553022,E005473945},{N45525480,E005452630},{N45403100,E005353800}}
BELU3N;LS;LSGG;RW05;BELUS;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N45545098,E005484313},{N45525480,E005452630},{N45403100,E005353800}}
BELU3P;LS;LSGG;RW05;BELUS;GVA02;{{N46163763,E006100013},{N46163763,E006100013},{N46094930,E005595970},{N45553022,E005473945},{N45525480,E005452630},{N45403100,E005353800}}
DIPI2A;LS;LSGG;RW23;DIPIR;RW23;{{N46093960,E005594044},{N46093960,E005594044},{N46332000,E005410800},{N46400900,E005353500}}
DJL2N;LS;LSGG;RW05;DJL;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N46433700,E006011000},{N46561573,E005383491},{N47161482,E005055038}}
KONI1D;LS;LSGG;RW23;KONIL;GVA03;{{N46130900,E006045100},{N46130900,E006045100},{N46212400,E006103400},{N46243132,E006143922},{N46340600,E006273000}}
KONI2J;LS;LSGG;RW23;KONIL;GVA03;{{N46130900,E006045100},{N46130900,E006045100},{N46160700,E006032800},{N46212400,E006103400},{N46340600,E006273000}}
KONI3A;LS;LSGG;RW23;KONIL;RW23;{{N46093960,E005594044},{N46093960,E005594044},{N46212400,E006103400},{N46243132,E006143922},{N46340600,E006273000}}
KONI3C;LS;LSGG;RW23;KONIL;GVA03;{{N46130900,E006045100},{N46130900,E006045100},{N46212400,E006103400},{N46243132,E006143922},{N46340600,E006273000}}
MEDA2A;LS;LSGG;RW23;MEDAM;RW23;{{N46093960,E005594044},{N46093960,E005594044},{N46023621,E006074740},{N45534600,E006171063},{N45454330,E006254009},{N45272600,E006444900},{N45155200,E006562400}}
ZUE4N;LS;LSZH;RW34;ZUE;D4KLO;{{N47310600,E008302300},{N47344000,E008414700},{N47353182,E008490355}}
MEDA2B;LS;LSGG;RW23;MEDAM;RW23;{{N46093960,E005594044},{N46093960,E005594044},{N46023621,E006074740},{N45534600,E006171063},{N45454330,E006254009},{N45272600,E006444900},{N45155200,E006562400}}
MEDA2C;LS;LSGG;RW23;MEDAM;RW23;{{N46093960,E005594044},{N46093960,E005594044},{N46023621,E006074740},{N45534600,E006171063},{N45454330,E006254009},{N45272600,E006444900},{N45155200,E006562400}}
MEDA2N;LS;LSGG;RW05;MEDAM;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N46044399,E006190998},{N45575458,E006165616},{N45534600,E006171063},{N45454330,E006254009},{N45272600,E006444900},{N45155200,E006562400}}
MEDA2P;LS;LSGG;RW05;MEDAM;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N46044399,E006190998},{N45575458,E006165616},{N45534600,E006171063},{N45454330,E006254009},{N45272600,E006444900},{N45155200,E006562400}}
MEDA2Q;LS;LSGG;RW05;MEDAM;RW05;{{N46204800,E006161319},{N46204800,E006161319},{N46044399,E006190998},{N45575458,E006165616},{N45534600,E006171063},{N45454330,E006254009},{N45272600,E006444900},{N45155200,E006562400}}
